guid,verb,verb_hiragana,verb_romaji,verb_1,verb_1_hiragana,verb_1_romaji,verb_2,verb_2_hiragana,verb_2_romaji,transitivity,pattern,meaning,meaning_en,meaning_ko,nlb_link,structure
p=U>h7weZ[,湧き出す,わきだす,wakidasu,湧く,わく,waku,出す,だす,dasu,自,N1ガ|N2カラ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（液体が）中から外へ勢いよく湧いて出る。</p><ul><li><p>まさか、自宅の庭から温泉が湧き出すなんて信じられない (Masaka, jitaku no niwa kara onsen ga wakidasunante shinjirarenai)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(Of liquid) To gush out from within with great momentum.</p><ul><li><p>I still can't believe that hot spring suddenly bubbled forth in my own garden!</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(액체가) 안에서 밖으로 힘차게 솟아 나오다.</p><ul><li><p>설마, 집의 뜰에서 온천이 솟아나오다니 믿을 수가 없다.</p></li></ul></li></ol>",V.05463,Vs
jIdsb_9$tp,沸き立つ,わきたつ,wakitatsu,沸く,わく,waku,立つ,たつ,tatsu,自,(1)N1ガ；(2)N1ガ|N2ニ,"<ol style=""""><li><p>はげしく沸騰する。</p><ul><li><p>鍋が沸き立っているから、火を止めて。 (Nabe ga wakitatte irukara, hi o tomete.)</p></li></ul></li><li><p>（大勢の人のいる場所が）興奮で激しく湧く。</p><ul><li><p>逆転のゴールに、サポーターたちは沸き立った。 (Gyakuten no gōru ni, sapōtātachi wa wakitatta.)</p></li></ul></li></ol>","<ol style=""""><li><p>To boil violently.</p><ul><li><p>Turn off the stove, the pot is boiling over.</p></li></ul></li><li><p>(In a place with many people) For excitement to boil violently.</p><ul><li><p>The fans went crazy when the team scored a goal that turned the tables.</p></li></ul></li></ol>","<ol style=""""><li><p>거세게 끓어 오르다.</p><ul><li><p>냄비가 펄펄 끓고 있으니까 불을 꺼라.</p></li></ul></li><li><p>(많은 사람이 있는 곳이) 흥분으로 격렬하게 들끓다.</p><ul><li><p>역전 골에 서포터들은 들끓었다.</p></li></ul></li></ol>",V.06315,Vs
"n4bkqO*X{,",湧き出る,わきでる,wakideru,湧く,わく,waku,出る,でる,deru,自,N1ガ|N2カラ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>中から外へ湧いて出る。</p><ul><li><p>新しいアイディアが、泉のように次々と湧き出てきた。 (Atarashii aidia ga, izumi no yō ni tsugitsugi to wakidete kita.)</p></li><li><p>地下から温泉が湧き出ている。 (Chika kara onsen ga wakidete iru.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To gush out from within.</p><ul><li><p>New ideas kept pouring out, like a fountain.</p></li><li><p>The hot springs gush up from underground.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>안에서 밖으로 솟아 나오다.</p><ul><li><p>새로운 아이디어가 샘처럼 계속해서 솟아나왔다.</p></li><li><p>지하에서 온천수가 솟아나온다.</p></li></ul></li></ol>",V.03858,VV
s_]~:hY%E^,分け合う,わけあう,wakeau,分ける,わける,wakeru,合う,あう,au,他,N1ガ|N2ヲ|N3ト,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>互いに分ける。</p><ul><li><p>喜びも悲しみも分け合うのが本当の友達だ。 (Yorokobi mo kanashimi mo wakeau no ga hontō no tomodachi da.)</p></li><li><p>私は一つのパンを弟と分け合った。 (Watashi wa hitotsu no pan o otōto to wakeatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To share with each other.</p><ul><li><p>True friends share all of their joys and sorrows.</p></li><li><p>I shared a piece of bread with my younger brother.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>서로 나누다.</p><ul><li><p>기쁨도 슬픔도 함께 나누는 것이 진짜 친구다.</p></li><li><p>나는 빵 하나를 동생과 나눴다.</p></li></ul></li></ol>",V.03754,Vs
sgdr.M$YF4,分け与える,わけあたえる,wakeataeru,分ける,わける,wakeru,与える,あたえる,ataeru,他,N1ガ|N2ニ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>ひとつのものを分けて、何人かに与える。</p><ul><li><p>私は、財産を３人の子どもに均等に分け与えるつもりだ。 (Watashi wa, zaisan o 3nin no kodomo ni kintō ni wakeataeru tsumori da.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To divide one thing and give it to several people.</p><ul><li><p>I intend to divide my property equally among my three children.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>한 가지 물건을 나누어, 몇명에게 주다.</p><ul><li><p>나는 재산을 자식 3명에게 똑같이 나눠 줄 것이다.</p></li></ul></li></ol>",V.05431,VV
qbaafn.M5,分け入る,わけいる,wakeiru,分ける,わける,wakeru,入る,いる,iru,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>かき分けて、中に入る。</p><ul><li><p>研究者は、ジャングルに分け入って調査を続けた。 (Kenkyūsha wa, janguru ni wakeitte chōsa o tsuzuketa.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To wade through and go inside.</p><ul><li><p>The researcher continued the study, wading deep into the jungle.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>헤치고, 안으로 들어가다.</p><ul><li><p>연구자는 정글을 헤치고 들어가 조사를 계속했다.</p></li></ul></li></ol>",V.04864,VV
koELlu&0+0,わずらい付く,わずらいつく,wazuraitsuku,わずらう,わずらう,wazurau,付く,つく,tsuku,自,N1ガ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>病気になる。病み付く。</p><ul><li><p>職場でのストレスが原因で、彼女はわずらい付いてしまった。 (Shokuba deno sutoresu ga gen'in de, kanojo wa wazuraitsuite shimatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To become ill. To take ill.</p><ul><li><p>The stress at work caused her to come down ill.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>병이 나다. 병들다.</p><ul><li><p>직장에서의 스트레스가 원인으로, 그녀는 병들고 말았다.</p></li></ul></li></ol>",V.24694,Vs
"d@a@21WdL,",忘れ去る,わすれさる,wasuresaru,忘れる,わすれる,wasureru,去る,さる,saru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>完全に忘れてしまう。</p><ul><li><p>大災害も、いずれは忘れ去られてしまうだろう。 (Daisaigai mo, izure wa wasuresararete shimaudarō.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To forget completely.</p><ul><li><p>Even great natural disasters eventually pass into oblivion.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>완전히 잊어 버리다.</p><ul><li><p>큰 재해도 언젠가는 완전히 잊혀져 버리겠지.</p></li></ul></li></ol>",V.03762,Vs
H$62xh?N/T,渡り合う,わたりあう,watariau,渡る,わたる,wataru,合う,あう,au,自（意志）,N1ガ|N2ト,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（相手と）争う。激しく議論する。</p><ul><li><p>野党議員は首相と互角に渡り合った。 (Yatō giin wa shushō to gokaku ni watariatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To dispute with (an adversary), debate heatedly.</p><ul><li><p>The opposition lawmaker and the prime minister debated the issue on equal terms.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(상대와) 싸우다. 격렬하게 논의하다.</p><ul><li><p>야당 의원은 총리와 팽팽하게 논쟁했다.</p></li></ul></li></ol>",V.06093,V
C>|?l%$Cm1,渡り歩く,わたりあるく,watariaruku,渡る,わたる,wataru,歩く,あるく,aruku,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>仕事を求めて、あちこちと移り住む。</p><ul><li><p>料理人は、包丁一本で日本全国を渡り歩いた。 (Ryōrinin wa, hōchō 1hon de nihon zenkoku o watariaruita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To move about in search of work.</p><ul><li><p>The cook wandered all over Japan with only his cleaver.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>일을 찾아 이리저리 옮겨 살다.</p><ul><li><p>요리사는 칼 하나로 일본 전국을 전전했다.</p></li></ul></li></ol>",V.04950,VV
H}lCR2R7F.,詫び入る,わびいる,wabiiru,詫びる,わびる,wabiru,入る,いる,iru,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>ひたすら、丁寧に詫びる。</p><ul><li><p>そのことに関しては、ただただ詫び入るだけです。 (Sono koto nikanshitewa, tadatada wabiirudake desu.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To apologize politely, continuously.</p><ul><li><p>Regarding that matter, all I can do is to keep expressing my deepest regret.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>오로지 공손하게 사과하다.</p><ul><li><p>그 일에 대해서는, 그저 정중히 사과드릴 뿐입니다.</p></li></ul></li></ol>",,Vs
b%gTOU3zBb,喚き叫ぶ,わめきさけぶ,wamekisakebu,喚く,わめく,wameku,叫ぶ,さけぶ,sakebu,自（意志）,N1ガ：N1ガ|Sト,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>大声でわめき、叫ぶ。</p><ul><li><p>男は、大声でわめき叫びながら通りを歩いて行った。 (Otoko wa, ōgoe de wamekisakebinagara tōri o aruite itta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To make a loud fuss, yell.</p><ul><li><p>The man walked down the street bellowing at the top of his lungs.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>큰소리로 떠들며 부르짖다.</p><ul><li><p>남자는 큰소리로 아우성치며 거리를 걸어갔다.</p></li></ul></li></ol>",,VV
fo.sWPJbRj,わめき立てる,わめきたてる,wamekitateru,わめく,わめく,wameku,立てる,たてる,tateru,他,N1ガ|N2ヲ：N1ガ|Sト,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>激しくわめく。</p><ul><li><p>容疑者は、自分は事件に関係ないと、わめき立てた。 (Yōgisha wa, jibun wa jiken ni kankei nai to, wamekitateta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To yell and make a big fuss.</p><ul><li><p>The suspect created a scene, bellowing that he had nothing to do with the case.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>격렬하게 소리치다.</p><ul><li><p>용의자는, 자신은 사건과 관계가 없다고 외쳐 댔다.</p></li></ul></li></ol>",V.07697,Vs
l(6v+[.-N!,わめき散らす,わめきちらす,wamekichirasu,わめく,わめく,wameku,散らす,ちらす,chirasu,他,N1ガ|N2ヲ：N1ガ|Sト,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>あたりかまわず、訳の分からないことを大声で叫ぶ。</p><ul><li><p>酔っぱらいは、意味不明のことをわめき散らしていた。 (Yopparai wa, imi fumei no koto o wamekichirashite ita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To yell incomprehensibly without regard for one's surroundings.</p><ul><li><p>The drunkard was bellowing nonsense at everyone.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>주위를 아랑곳하지 않고, 의미를 알 수 없는 말을 큰소리로 외치다.</p><ul><li><p>술 취한 사람은, 알아 들을 수 없는 말로 고함을 지르고 있었다.</p></li></ul></li></ol>",V.06862,Vs
omGva2#&cm,笑い掛ける,わらいかける,waraikakeru,笑う,わらう,warau,掛ける,かける,kakeru,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>人に向かって、笑顔を見せる。</p><ul><li><p>先生は、困っている生徒に笑い掛けた。 (Sensei wa, komatte iru seito ni waraikaketa.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To show a smiling face to someone.</p><ul><li><p>The teacher smiled at the student who seemed to be having trouble.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>사람을 향해 웃는 얼굴을 보이다.</p><ul><li><p>선생님은 어려움에 처해 있는 학생에게 웃는 모습을 보여 주었다.</p></li></ul></li></ol>",V.03433,Vs
o&4I8CWJX=,笑い興じる,わらいきょうじる,waraikyoujiru,笑う,わらう,warau,興じる,きょうじる,kyoujiru,自,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>楽しそうに笑う。</p><ul><li><p>同窓会で、昔話に笑い興じた。 (Dōsōkai de, mukashibanashi ni waraikyōjita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To laugh as if having a good time.</p><ul><li><p>Everyone was laughing and having a good time reminiscing at the class reunion.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>즐겁게 웃다.</p><ul><li><p>동창회에서 옛날 이야기에 즐겁게 웃었다.</p></li></ul></li></ol>",V.24708,VV
P5*ezje$M1,笑い崩れる,わらいくずれる,waraikuzureru,笑う,わらう,warau,崩れる,くずれる,kuzureru,自,N1ガ|N2ニ：N1ガSト,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>崩れるようにひどく笑う。</p><ul><li><p>父は、そんなバカな話はないと笑い崩れた。 (Chichi wa, sonna baka na hanashi wa nai to waraikuzureta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To break down laughing very hard.</p><ul><li><p>My father broke down laughing at the ridiculous story.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>몸을 가누지 못할만큼 몹시 웃다.</p><ul><li><p>아버지는 그런 바보 같은 이야기가 어딨냐고 하면서 몸을 가누지 못할만큼 웃었다.</p></li></ul></li></ol>",V.12943,Vs
A~oR~ky(sB,笑い狂う,わらいくるう,waraikuruu,笑う,わらう,warau,狂う,くるう,kuruu,自,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>狂ったようにひどく笑う。</p><ul><li><p>娘はアニメを見て、笑い狂っていた。 (Musume wa anime o mite, warai kurutte ita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To laugh very hard, as if crazy.</p><ul><li><p>My daughter was laughing like crazy watching the cartoons.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>미친 듯이 몹시 웃다.</p><ul><li><p>딸은 애니메이션을 보고, 미친 듯이 웃고 있었다.</p></li></ul></li></ol>",,Vs
EP++%(Cb?^,笑いこける,わらいこける,waraikokeru,笑う,わらう,warau,こける,こける,kokeru,自,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>腹を抱えるようにして、ひどく笑う。</p><ul><li><p>落語の落ちを聞いて、聴衆は笑いこけた。 (Rakugo no ochi o kiite, chōshū wa waraikoketa.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To laugh very hard, as if holding one's belly.</p><ul><li><p>The audience were practically in stitches when they heard the punch line of the rakugo.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>배를 움켜잡듯이 하여, 몹시 웃다.</p><ul><li><p>만담의 끝마무리로 하는 우스갯소리를 듣고, 청중은 자지러지게 웃었다.</p></li></ul></li></ol>",V.11918,Vs
